id,questionid,questionusageid,name,questionsummary,rightanswer,responsesummary,timemodified,state,fraction,userid,username,"from unixtime(qa.timemodified)"
3667,368,231,Q05,"which of the following is NOT a data visualisation tool?
: Tableau
; Power BI
; Excel
; PDF
","PDF
","PDF
",1606332532,gradedright,1.0000000,11,johnstudent,"2020-11-25 19:28:52"
3668,369,231,Q06,"Which policy or procedure would cover information security?
: HR Policy
; Finance Policy
; Information Risk Management Policy
; Safeguarding Policy
","Information Risk Management Policy
","Information Risk Management Policy
",1606332532,gradedright,1.0000000,11,johnstudent,"2020-11-25 19:28:52"
3669,370,231,Q07,"Which of the following is a type of threat to an organisation?
: A weak password
; Not applying computer updates
; New regulations
; All of the above
","All of the above
","All of the above
",1606332532,gradedright,1.0000000,11,johnstudent,"2020-11-25 19:28:52"
3670,371,231,Q08,"Which of the following would be the most likely reason to change your password?
: You could not access your files
; You have updated your software or applied updates
; You have been on holiday and away from your PC for two weeks
; You have had a virus on your PC
","You have had a virus on your PC
","You have had a virus on your PC
",1606332532,gradedright,1.0000000,11,johnstudent,"2020-11-25 19:28:52"
3671,372,231,Q09,"Who should you inform if your encounter a data breach?
: Information Commissioners Office
; International Commissioners Office
; Information Compliance Office
; International Compliance Office
","Information Commissioners Office
","Information Commissioners Office
",1606332532,gradedright,1.0000000,11,johnstudent,"2020-11-25 19:28:52"
3672,373,231,Q10,"How would you safeguard your organisations brand?
: Follow the organisations policies
; Only send email to existing customers
; Remove the company logo when sending to unknown customers
; Remove your email signature
","Follow the organisations policies
","Follow the organisations policies
",1606332532,gradedright,1.0000000,11,johnstudent,"2020-11-25 19:28:52"
3673,374,231,Q11,"Which of the following are classed as Digital Communication Channels?
: Blogging
; Social Media
; Email marketing
; All of the above
","All of the above
","All of the above
",1606332532,gradedright,1.0000000,11,johnstudent,"2020-11-25 19:28:52"
3674,375,231,Q12,"Which of the following is the least secure when accessing the internet?
: log onto an open network in a local coffee shop
; use your mobile phone from your home network
; use your personal computer on the guest WiFi at work
; log onto a secure train network with you phone whilst traveling
","log onto an open network in a local coffee shop
","log onto an open network in a local coffee shop
",1606332532,gradedright,1.0000000,11,johnstudent,"2020-11-25 19:28:52"
3675,376,231,Q13,"Which of the following is the best method for planning your own learning activities?
: Wait to see what opportunities become available that meet the gaps in your knowledge
; Define a clear purpose and learning objectives aligned to your job role
; Volunteer for every training opportunity that becomes available within the organisation
; Select the same training that colleagues have applied to attend
","Define a clear purpose and learning objectives aligned to your job role
","Define a clear purpose and learning objectives aligned to your job role
",1606332532,gradedright,1.0000000,11,johnstudent,"2020-11-25 19:28:52"
3676,377,231,Q14,"Which of the following combinations should be considered when planning effective time management?
: Customer, costs, capacity
; People, price, product
; Tasks, time, team
; information, intention, implementation
","Tasks, time, team
","Tasks, time, team
",1606332532,gradedright,1.0000000,11,johnstudent,"2020-11-25 19:28:52"
3677,378,231,Q15,"How may your continuous improvement benefit the business?
: Increase productivity
; Informs the business strategy
; informs the learning and development budget
; Increases costs
","Increase productivity
","Increase productivity
",1606332532,gradedright,1.0000000,11,johnstudent,"2020-11-25 19:28:52"
3678,379,231,Q16,"How can you BEST maintain current and future awareness of technologies?
: Subscribe to professional memberships
; Through continuous professional development
; Through observation of colleagues
; By having a large learning and development budget
","Through continuous professional development
","Through continuous professional development
",1606332532,gradedright,1.0000000,11,johnstudent,"2020-11-25 19:28:52"
3679,416,232,Q01,"Two methods of customising the ribbon in the majority of Microsoft office products can be achieved by hovering over a ribbon icon and right clicking the mouse button, which of the following is a third option?
: File/Account
; File
; File/Options
; File/Info
","File/Options
","File/Options
",1606332695,gradedright,1.0000000,11,johnstudent,"2020-11-25 19:31:35"
3680,417,232,Q02,"Which type of software application is best suited when using numbers and formulas?
: Documents
; Images
; Slides
; Spreadsheets
","Spreadsheets
","Spreadsheets
",1606332695,gradedright,1.0000000,11,johnstudent,"2020-11-25 19:31:35"
3681,418,232,Q03,"What type of software platform is routinely used to manage interaction with customers and suppliers?
: Internet
; CRM
; Intranet
; CTO
","CRM
","CRM
",1606332695,gradedright,1.0000000,11,johnstudent,"2020-11-25 19:31:35"
3682,419,232,Q04,"Which of these platforms does not commonly feature a single sign-on function?
: Internet
; Intranet
; CRM
; CMS
","Internet
","Internet
",1606332695,gradedright,1.0000000,11,johnstudent,"2020-11-25 19:31:35"
3683,420,232,Q05,"Agile methodology has 4 key value statements, complete the value statement, ""Individuals and interactions over""
: Processes and teams
; Teams and techniques
; Processes and tools
; Processes and positions
","Processes and tools
","Processes and tools
",1606332695,gradedright,1.0000000,11,johnstudent,"2020-11-25 19:31:35"
3684,421,232,Q06,"Agile methodology has 4 key value statements, complete the value statement ""Working software over""?
: Comprehensive lists
; Comprehensive spreadsheets
; Comprehensive documentation
; Complicated rules
","Comprehensive documentation
","Comprehensive lists
",1606332695,gradedwrong,0.0000000,11,johnstudent,"2020-11-25 19:31:35"
3685,422,232,Q07,"A person working in finance is most likely to depend on which digital technology to perform their role?
: Time-off management software
; Spreadsheet processing software
; Presentation software
; Instant messaging software
","Spreadsheet processing software
","Spreadsheet processing software
",1606332695,gradedright,1.0000000,11,johnstudent,"2020-11-25 19:31:35"
3686,423,232,Q08,"A formal and detailed way to ensure that new employees are aware how to access and start using an organisation’s digital tools, could be?
: Staff inductions
; FAQs
; How to guides
; Webinars
","FAQs
","Staff inductions
",1606332695,gradedwrong,0.0000000,11,johnstudent,"2020-11-25 19:31:35"
3687,424,233,Q01,"Which of the following is NOT a social media tool?
: GitHub
; Facebook
; Twitter
; Snapchat
","GitHub
","GitHub
",1606332846,gradedright,1.0000000,11,johnstudent,"2020-11-25 19:34:06"
3688,425,233,Q02,"Which of the following is a feature of diagnosing digital problems?
: Look at previous cases and history of faults.
; Physical or virtual examination of the product
; Testing functionality
; All of the above
","All of the above
","All of the above
",1606332846,gradedright,1.0000000,11,johnstudent,"2020-11-25 19:34:06"
3689,426,233,Q03,"Which of the following is GOOD password management?
: Use one single strong password for all uses
; Save your password to your PC so you do not lose it
; Change your password regularly
; Always use a simple password you can remember
","Change your password regularly
","Change your password regularly
",1606332846,gradedright,1.0000000,11,johnstudent,"2020-11-25 19:34:06"
3690,427,233,Q04,"What does CMS stand for?
: Customer messaging system
; Content management system
; Content messaging system
; Computer management system
","Content management system
","Content management system
",1606332846,gradedright,1.0000000,11,johnstudent,"2020-11-25 19:34:06"
3691,428,233,Q05,"Which of the following Digital Channels are BEST used to communicate with different audiences?
: Email
; Zero level channel
; Twitter
; Presentation Software
","Email
","Email
",1606332846,gradedright,1.0000000,11,johnstudent,"2020-11-25 19:34:06"
3692,429,233,Q06,"Which of the following would you use a CRM system for?
: Recording Financial information
; Recording Management information
; Recording HR information
; Recording Customer Sales information
","Recording Customer Sales information
","Recording Customer Sales information
",1606332846,gradedright,1.0000000,11,johnstudent,"2020-11-25 19:34:06"
3693,430,233,Q07,"When supporting a customer which of the following is BEST practice?
: Do not communicate with the customer throughout the task
; Only inform the customer when the task is complete and log the completion
; Only communicate with the customer as you log outcomes
; Maintain communication and inform the customer of the outcome once completed
","Maintain communication and inform the customer of the outcome once completed
","Maintain communication and inform the customer of the outcome once completed
",1606332846,gradedright,1.0000000,11,johnstudent,"2020-11-25 19:34:06"
3694,431,233,Q08,"Which of the following SHOULD form part of an organisations code of ethics?
: To guide an organisations recruitment strategy
; For organisations to inform their strategic decisions
; By an organisation to respond to complaints
; To guide the organisation in its decisions, programs, and policies
","To guide the organisation in its decisions, programs, and policies
","To guide the organisation in its decisions, programs, and policies
",1606332846,gradedright,1.0000000,11,johnstudent,"2020-11-25 19:34:06"
3695,432,233,Q09,"When would you MOST likely escalate a problem?
: When you cannot find the answer on the internet
; When it is something you have never encountered before
; When it is time to go home and the problem is not solved
; After trying to resolve the problem and you have exhausted all possible solutions
","After trying to resolve the problem and you have exhausted all possible solutions
","After trying to resolve the problem and you have exhausted all possible solutions
",1606332846,gradedright,1.0000000,11,johnstudent,"2020-11-25 19:34:06"
3696,433,233,Q10,"Which of the following methods is BEST suited to coach or support external users with a fault?
: Send them the technical / manufactures documents
; Send them an email and try to explain what they need to do
; Create a simple user guide
; Email their line manager to let them know they need training
","Create a simple user guide
","Create a simple user guide
",1606332846,gradedright,1.0000000,11,johnstudent,"2020-11-25 19:34:06"
3697,364,234,Q01,"Which of the following is NOT a video communication platform?
: Email
; Skype
; Zoom
; Microsoft Teams
","Email
","Email
",1607073825,gradedright,1.0000000,15,carly,"2020-12-04 09:23:45"
3698,365,234,Q02,"Which of the following is NOT classed as a peripheral hardware devise?
: Printer
; Server
; Webcam
; Keyboard
","Server
","Server
",1607073825,gradedright,1.0000000,15,carly,"2020-12-04 09:23:45"
3699,366,234,Q03,"Which of the following is primarily used for processing and presenting data?
: Dropbox
; SharePoint
; Google Drive
; PowerBI
","PowerBI
","PowerBI
",1607073825,gradedright,1.0000000,15,carly,"2020-12-04 09:23:45"
3700,367,234,Q04,"Which of the following is NOT an example of handling data securely?
: Save data to an encrypted USB when travelling
; Always save data to the company SharePoint
; Send data via an email to an intended recipient
; Always back data up to the server
","Send data via an email to an intended recipient
","Send data via an email to an intended recipient
",1607073825,gradedright,1.0000000,15,carly,"2020-12-04 09:23:45"
3701,368,234,Q05,"which of the following is NOT a data visualisation tool?
: Tableau
; Power BI
; Excel
; PDF
","PDF
","PDF
",1607073825,gradedright,1.0000000,15,carly,"2020-12-04 09:23:45"
3702,369,234,Q06,"Which policy or procedure would cover information security?
: HR Policy
; Finance Policy
; Information Risk Management Policy
; Safeguarding Policy
","Information Risk Management Policy
","Information Risk Management Policy
",1607073825,gradedright,1.0000000,15,carly,"2020-12-04 09:23:45"
3703,370,234,Q07,"Which of the following is a type of threat to an organisation?
: A weak password
; Not applying computer updates
; New regulations
; All of the above
","All of the above
","All of the above
",1607073825,gradedright,1.0000000,15,carly,"2020-12-04 09:23:45"
3704,371,234,Q08,"Which of the following would be the most likely reason to change your password?
: You could not access your files
; You have updated your software or applied updates
; You have been on holiday and away from your PC for two weeks
; You have had a virus on your PC
","You have had a virus on your PC
","You have had a virus on your PC
",1607073825,gradedright,1.0000000,15,carly,"2020-12-04 09:23:45"
3705,372,234,Q09,"Who should you inform if your encounter a data breach?
: Information Commissioners Office
; International Commissioners Office
; Information Compliance Office
; International Compliance Office
","Information Commissioners Office
","Information Commissioners Office
",1607073825,gradedright,1.0000000,15,carly,"2020-12-04 09:23:45"
3706,373,234,Q10,"How would you safeguard your organisations brand?
: Follow the organisations policies
; Only send email to existing customers
; Remove the company logo when sending to unknown customers
; Remove your email signature
","Follow the organisations policies
","Follow the organisations policies
",1607073825,gradedright,1.0000000,15,carly,"2020-12-04 09:23:45"
3707,374,234,Q11,"Which of the following are classed as Digital Communication Channels?
: Blogging
; Social Media
; Email marketing
; All of the above
","All of the above
","All of the above
",1607073825,gradedright,1.0000000,15,carly,"2020-12-04 09:23:45"
3708,375,234,Q12,"Which of the following is the least secure when accessing the internet?
: log onto an open network in a local coffee shop
; use your mobile phone from your home network
; use your personal computer on the guest WiFi at work
; log onto a secure train network with you phone whilst traveling
","log onto an open network in a local coffee shop
","log onto an open network in a local coffee shop
",1607073825,gradedright,1.0000000,15,carly,"2020-12-04 09:23:45"
3709,376,234,Q13,"Which of the following is the best method for planning your own learning activities?
: Wait to see what opportunities become available that meet the gaps in your knowledge
; Define a clear purpose and learning objectives aligned to your job role
; Volunteer for every training opportunity that becomes available within the organisation
; Select the same training that colleagues have applied to attend
","Define a clear purpose and learning objectives aligned to your job role
","Define a clear purpose and learning objectives aligned to your job role
",1607073825,gradedright,1.0000000,15,carly,"2020-12-04 09:23:45"
3710,377,234,Q14,"Which of the following combinations should be considered when planning effective time management?
: Customer, costs, capacity
; People, price, product
; Tasks, time, team
; information, intention, implementation
","Tasks, time, team
","Tasks, time, team
",1607073825,gradedright,1.0000000,15,carly,"2020-12-04 09:23:45"
3711,378,234,Q15,"How may your continuous improvement benefit the business?
: Increase productivity
; Informs the business strategy
; informs the learning and development budget
; Increases costs
","Increase productivity
","Increase productivity
",1607073825,gradedright,1.0000000,15,carly,"2020-12-04 09:23:45"
3712,379,234,Q16,"How can you BEST maintain current and future awareness of technologies?
: Subscribe to professional memberships
; Through continuous professional development
; Through observation of colleagues
; By having a large learning and development budget
","Through continuous professional development
","Through continuous professional development
",1607073825,gradedright,1.0000000,15,carly,"2020-12-04 09:23:45"
3713,416,235,Q01,"Two methods of customising the ribbon in the majority of Microsoft office products can be achieved by hovering over a ribbon icon and right clicking the mouse button, which of the following is a third option?
: File/Options
; File
; File/Info
; File/Account
","File/Options
","File/Account
",1607074583,gradedwrong,0.0000000,15,carly,"2020-12-04 09:36:23"
3714,417,235,Q02,"Which type of software application is best suited when using numbers and formulas?
: Spreadsheets
; Slides
; Images
; Documents
","Spreadsheets
","Spreadsheets
",1607074583,gradedright,1.0000000,15,carly,"2020-12-04 09:36:23"
3715,418,235,Q03,"What type of software platform is routinely used to manage interaction with customers and suppliers?
: CTO
; Internet
; Intranet
; CRM
","CRM
","CRM
",1607074583,gradedright,1.0000000,15,carly,"2020-12-04 09:36:23"
3716,419,235,Q04,"Which of these platforms does not commonly feature a single sign-on function?
: CRM
; Intranet
; CMS
; Internet
","Internet
","Internet
",1607074583,gradedright,1.0000000,15,carly,"2020-12-04 09:36:23"
3717,420,235,Q05,"Agile methodology has 4 key value statements, complete the value statement, ""Individuals and interactions over""
: Processes and positions
; Processes and teams
; Teams and techniques
; Processes and tools
","Processes and tools
","Teams and techniques
",1607074583,gradedwrong,0.0000000,15,carly,"2020-12-04 09:36:23"
3718,421,235,Q06,"Agile methodology has 4 key value statements, complete the value statement ""Working software over""?
: Complicated rules
; Comprehensive spreadsheets
; Comprehensive documentation
; Comprehensive lists
","Comprehensive documentation
","Complicated rules
",1607074583,gradedwrong,0.0000000,15,carly,"2020-12-04 09:36:23"
3719,422,235,Q07,"A person working in finance is most likely to depend on which digital technology to perform their role?
: Presentation software
; Time-off management software
; Instant messaging software
; Spreadsheet processing software
","Spreadsheet processing software
","Spreadsheet processing software
",1607074583,gradedright,1.0000000,15,carly,"2020-12-04 09:36:23"
3720,423,235,Q08,"A formal and detailed way to ensure that new employees are aware how to access and start using an organisation’s digital tools, could be?
: Webinars
; Staff inductions
; How to guides
; FAQs
","FAQs
","Staff inductions
",1607074583,gradedwrong,0.0000000,15,carly,"2020-12-04 09:36:23"
3721,424,236,Q01,"Which of the following is NOT a social media tool?
: Facebook
; Twitter
; Snapchat
; GitHub
","GitHub
","GitHub
",1607076055,gradedright,1.0000000,15,carly,"2020-12-04 10:00:55"
3722,425,236,Q02,"Which of the following is a feature of diagnosing digital problems?
: Look at previous cases and history of faults.
; Physical or virtual examination of the product
; Testing functionality
; All of the above
","All of the above
","All of the above
",1607076055,gradedright,1.0000000,15,carly,"2020-12-04 10:00:55"
3723,426,236,Q03,"Which of the following is GOOD password management?
: Save your password to your PC so you do not lose it
; Use one single strong password for all uses
; Change your password regularly
; Always use a simple password you can remember
","Change your password regularly
","Change your password regularly
",1607076055,gradedright,1.0000000,15,carly,"2020-12-04 10:00:55"
3724,427,236,Q04,"What does CMS stand for?
: Content messaging system
; Customer messaging system
; Content management system
; Computer management system
","Content management system
","Computer management system
",1607076055,gradedwrong,0.0000000,15,carly,"2020-12-04 10:00:55"
3725,428,236,Q05,"Which of the following Digital Channels are BEST used to communicate with different audiences?
: Zero level channel
; Presentation Software
; Twitter
; Email
","Email
","Zero level channel
",1607076055,gradedwrong,0.0000000,15,carly,"2020-12-04 10:00:55"
3726,429,236,Q06,"Which of the following would you use a CRM system for?
: Recording Financial information
; Recording Management information
; Recording Customer Sales information
; Recording HR information
","Recording Customer Sales information
","Recording Customer Sales information
",1607076055,gradedright,1.0000000,15,carly,"2020-12-04 10:00:55"
3727,430,236,Q07,"When supporting a customer which of the following is BEST practice?
: Maintain communication and inform the customer of the outcome once completed
; Do not communicate with the customer throughout the task
; Only communicate with the customer as you log outcomes
; Only inform the customer when the task is complete and log the completion
","Maintain communication and inform the customer of the outcome once completed
","Maintain communication and inform the customer of the outcome once completed
",1607076055,gradedright,1.0000000,15,carly,"2020-12-04 10:00:55"
3728,431,236,Q08,"Which of the following SHOULD form part of an organisations code of ethics?
: By an organisation to respond to complaints
; To guide the organisation in its decisions, programs, and policies
; For organisations to inform their strategic decisions
; To guide an organisations recruitment strategy
","To guide the organisation in its decisions, programs, and policies
","To guide the organisation in its decisions, programs, and policies
",1607076055,gradedright,1.0000000,15,carly,"2020-12-04 10:00:55"
3729,432,236,Q09,"When would you MOST likely escalate a problem?
: When it is something you have never encountered before
; When it is time to go home and the problem is not solved
; After trying to resolve the problem and you have exhausted all possible solutions
; When you cannot find the answer on the internet
","After trying to resolve the problem and you have exhausted all possible solutions
","After trying to resolve the problem and you have exhausted all possible solutions
",1607076055,gradedright,1.0000000,15,carly,"2020-12-04 10:00:55"
3730,433,236,Q10,"Which of the following methods is BEST suited to coach or support external users with a fault?
: Send them the technical / manufactures documents
; Send them an email and try to explain what they need to do
; Email their line manager to let them know they need training
; Create a simple user guide
","Create a simple user guide
","Create a simple user guide
",1607076055,gradedright,1.0000000,15,carly,"2020-12-04 10:00:55"
3731,364,237,Q01,"Which of the following is NOT a video communication platform?
: Email
; Skype
; Zoom
; Microsoft Teams
","Email
","Email
",1607513154,gradedright,1.0000000,12,jeannette,"2020-12-09 11:25:54"
3732,365,237,Q02,"Which of the following is NOT classed as a peripheral hardware devise?
: Printer
; Server
; Webcam
; Keyboard
","Server
","Server
",1607513154,gradedright,1.0000000,12,jeannette,"2020-12-09 11:25:54"
3733,366,237,Q03,"Which of the following is primarily used for processing and presenting data?
: Dropbox
; SharePoint
; Google Drive
; PowerBI
","PowerBI
","PowerBI
",1607513154,gradedright,1.0000000,12,jeannette,"2020-12-09 11:25:54"
3734,367,237,Q04,"Which of the following is NOT an example of handling data securely?
: Save data to an encrypted USB when travelling
; Always save data to the company SharePoint
; Send data via an email to an intended recipient
; Always back data up to the server
","Send data via an email to an intended recipient
","Send data via an email to an intended recipient
",1607513154,gradedright,1.0000000,12,jeannette,"2020-12-09 11:25:54"
3735,368,237,Q05,"which of the following is NOT a data visualisation tool?
: Tableau
; Power BI
; Excel
; PDF
","PDF
","PDF
",1607513154,gradedright,1.0000000,12,jeannette,"2020-12-09 11:25:54"
3736,369,237,Q06,"Which policy or procedure would cover information security?
: HR Policy
; Finance Policy
; Information Risk Management Policy
; Safeguarding Policy
","Information Risk Management Policy
","Information Risk Management Policy
",1607513154,gradedright,1.0000000,12,jeannette,"2020-12-09 11:25:54"
3737,370,237,Q07,"Which of the following is a type of threat to an organisation?
: A weak password
; Not applying computer updates
; New regulations
; All of the above
","All of the above
","All of the above
",1607513154,gradedright,1.0000000,12,jeannette,"2020-12-09 11:25:54"
3738,371,237,Q08,"Which of the following would be the most likely reason to change your password?
: You could not access your files
; You have updated your software or applied updates
; You have been on holiday and away from your PC for two weeks
; You have had a virus on your PC
","You have had a virus on your PC
","You have had a virus on your PC
",1607513154,gradedright,1.0000000,12,jeannette,"2020-12-09 11:25:54"
3739,372,237,Q09,"Who should you inform if your encounter a data breach?
: Information Commissioners Office
; International Commissioners Office
; Information Compliance Office
; International Compliance Office
","Information Commissioners Office
","Information Commissioners Office
",1607513154,gradedright,1.0000000,12,jeannette,"2020-12-09 11:25:54"
3740,373,237,Q10,"How would you safeguard your organisations brand?
: Follow the organisations policies
; Only send email to existing customers
; Remove the company logo when sending to unknown customers
; Remove your email signature
","Follow the organisations policies
","Follow the organisations policies
",1607513154,gradedright,1.0000000,12,jeannette,"2020-12-09 11:25:54"
3741,374,237,Q11,"Which of the following are classed as Digital Communication Channels?
: Blogging
; Social Media
; Email marketing
; All of the above
","All of the above
","All of the above
",1607513154,gradedright,1.0000000,12,jeannette,"2020-12-09 11:25:54"
3742,375,237,Q12,"Which of the following is the least secure when accessing the internet?
: log onto an open network in a local coffee shop
; use your mobile phone from your home network
; use your personal computer on the guest WiFi at work
; log onto a secure train network with you phone whilst traveling
","log onto an open network in a local coffee shop
","log onto an open network in a local coffee shop
",1607513154,gradedright,1.0000000,12,jeannette,"2020-12-09 11:25:54"
3743,376,237,Q13,"Which of the following is the best method for planning your own learning activities?
: Wait to see what opportunities become available that meet the gaps in your knowledge
; Define a clear purpose and learning objectives aligned to your job role
; Volunteer for every training opportunity that becomes available within the organisation
; Select the same training that colleagues have applied to attend
","Define a clear purpose and learning objectives aligned to your job role
","Define a clear purpose and learning objectives aligned to your job role
",1607513154,gradedright,1.0000000,12,jeannette,"2020-12-09 11:25:54"
3744,377,237,Q14,"Which of the following combinations should be considered when planning effective time management?
: Customer, costs, capacity
; People, price, product
; Tasks, time, team
; information, intention, implementation
","Tasks, time, team
","Tasks, time, team
",1607513154,gradedright,1.0000000,12,jeannette,"2020-12-09 11:25:54"
3745,378,237,Q15,"How may your continuous improvement benefit the business?
: Increase productivity
; Informs the business strategy
; informs the learning and development budget
; Increases costs
","Increase productivity
","Increase productivity
",1607513154,gradedright,1.0000000,12,jeannette,"2020-12-09 11:25:54"
3746,379,237,Q16,"How can you BEST maintain current and future awareness of technologies?
: Subscribe to professional memberships
; Through continuous professional development
; Through observation of colleagues
; By having a large learning and development budget
","Through continuous professional development
","Through continuous professional development
",1607513154,gradedright,1.0000000,12,jeannette,"2020-12-09 11:25:54"
3747,364,238,Q01,"Which of the following is NOT a video communication platform?
: Email
; Skype
; Zoom
; Microsoft Teams
","Email
","Email
",1607513068,gradedright,1.0000000,13,sam,"2020-12-09 11:24:28"
3748,365,238,Q02,"Which of the following is NOT classed as a peripheral hardware devise?
: Printer
; Server
; Webcam
; Keyboard
","Server
","Server
",1607513068,gradedright,1.0000000,13,sam,"2020-12-09 11:24:28"
3749,366,238,Q03,"Which of the following is primarily used for processing and presenting data?
: Dropbox
; SharePoint
; Google Drive
; PowerBI
","PowerBI
","PowerBI
",1607513068,gradedright,1.0000000,13,sam,"2020-12-09 11:24:28"
3750,367,238,Q04,"Which of the following is NOT an example of handling data securely?
: Save data to an encrypted USB when travelling
; Always save data to the company SharePoint
; Send data via an email to an intended recipient
; Always back data up to the server
","Send data via an email to an intended recipient
","Send data via an email to an intended recipient
",1607513068,gradedright,1.0000000,13,sam,"2020-12-09 11:24:28"
3751,368,238,Q05,"which of the following is NOT a data visualisation tool?
: Tableau
; Power BI
; Excel
; PDF
","PDF
","PDF
",1607513068,gradedright,1.0000000,13,sam,"2020-12-09 11:24:28"
3752,369,238,Q06,"Which policy or procedure would cover information security?
: HR Policy
; Finance Policy
; Information Risk Management Policy
; Safeguarding Policy
","Information Risk Management Policy
","Information Risk Management Policy
",1607513068,gradedright,1.0000000,13,sam,"2020-12-09 11:24:28"
3753,370,238,Q07,"Which of the following is a type of threat to an organisation?
: A weak password
; Not applying computer updates
; New regulations
; All of the above
","All of the above
","All of the above
",1607513068,gradedright,1.0000000,13,sam,"2020-12-09 11:24:28"
3754,371,238,Q08,"Which of the following would be the most likely reason to change your password?
: You could not access your files
; You have updated your software or applied updates
; You have been on holiday and away from your PC for two weeks
; You have had a virus on your PC
","You have had a virus on your PC
","You have had a virus on your PC
",1607513068,gradedright,1.0000000,13,sam,"2020-12-09 11:24:28"
3755,372,238,Q09,"Who should you inform if your encounter a data breach?
: Information Commissioners Office
; International Commissioners Office
; Information Compliance Office
; International Compliance Office
","Information Commissioners Office
","Information Commissioners Office
",1607513068,gradedright,1.0000000,13,sam,"2020-12-09 11:24:28"
3756,373,238,Q10,"How would you safeguard your organisations brand?
: Follow the organisations policies
; Only send email to existing customers
; Remove the company logo when sending to unknown customers
; Remove your email signature
","Follow the organisations policies
","Follow the organisations policies
",1607513068,gradedright,1.0000000,13,sam,"2020-12-09 11:24:28"
3757,374,238,Q11,"Which of the following are classed as Digital Communication Channels?
: Blogging
; Social Media
; Email marketing
; All of the above
","All of the above
","All of the above
",1607513068,gradedright,1.0000000,13,sam,"2020-12-09 11:24:28"
3758,375,238,Q12,"Which of the following is the least secure when accessing the internet?
: log onto an open network in a local coffee shop
; use your mobile phone from your home network
; use your personal computer on the guest WiFi at work
; log onto a secure train network with you phone whilst traveling
","log onto an open network in a local coffee shop
","log onto an open network in a local coffee shop
",1607513068,gradedright,1.0000000,13,sam,"2020-12-09 11:24:28"
3759,376,238,Q13,"Which of the following is the best method for planning your own learning activities?
: Wait to see what opportunities become available that meet the gaps in your knowledge
; Define a clear purpose and learning objectives aligned to your job role
; Volunteer for every training opportunity that becomes available within the organisation
; Select the same training that colleagues have applied to attend
","Define a clear purpose and learning objectives aligned to your job role
","Define a clear purpose and learning objectives aligned to your job role
",1607513068,gradedright,1.0000000,13,sam,"2020-12-09 11:24:28"
3760,377,238,Q14,"Which of the following combinations should be considered when planning effective time management?
: Customer, costs, capacity
; People, price, product
; Tasks, time, team
; information, intention, implementation
","Tasks, time, team
","Tasks, time, team
",1607513068,gradedright,1.0000000,13,sam,"2020-12-09 11:24:28"
3761,378,238,Q15,"How may your continuous improvement benefit the business?
: Increase productivity
; Informs the business strategy
; informs the learning and development budget
; Increases costs
","Increase productivity
","Increase productivity
",1607513068,gradedright,1.0000000,13,sam,"2020-12-09 11:24:28"
3762,379,238,Q16,"How can you BEST maintain current and future awareness of technologies?
: Subscribe to professional memberships
; Through continuous professional development
; Through observation of colleagues
; By having a large learning and development budget
","Through continuous professional development
","Through continuous professional development
",1607513068,gradedright,1.0000000,13,sam,"2020-12-09 11:24:28"
3763,416,239,Q01,"Two methods of customising the ribbon in the majority of Microsoft office products can be achieved by hovering over a ribbon icon and right clicking the mouse button, which of the following is a third option?
: File/Info
; File/Account
; File
; File/Options
","File/Options
","File/Options
",1607513450,gradedright,1.0000000,13,sam,"2020-12-09 11:30:50"
3764,417,239,Q02,"Which type of software application is best suited when using numbers and formulas?
: Spreadsheets
; Slides
; Documents
; Images
","Spreadsheets
","Spreadsheets
",1607513450,gradedright,1.0000000,13,sam,"2020-12-09 11:30:50"
3765,418,239,Q03,"What type of software platform is routinely used to manage interaction with customers and suppliers?
: CTO
; Internet
; CRM
; Intranet
","CRM
","CRM
",1607513450,gradedright,1.0000000,13,sam,"2020-12-09 11:30:50"
3766,419,239,Q04,"Which of these platforms does not commonly feature a single sign-on function?
: CMS
; Intranet
; CRM
; Internet
","Internet
","Internet
",1607513450,gradedright,1.0000000,13,sam,"2020-12-09 11:30:50"
3767,420,239,Q05,"Agile methodology has 4 key value statements, complete the value statement, ""Individuals and interactions over""
: Teams and techniques
; Processes and teams
; Processes and tools
; Processes and positions
","Processes and tools
","Processes and tools
",1607513450,gradedright,1.0000000,13,sam,"2020-12-09 11:30:50"
3768,421,239,Q06,"Agile methodology has 4 key value statements, complete the value statement ""Working software over""?
: Comprehensive lists
; Comprehensive spreadsheets
; Complicated rules
; Comprehensive documentation
","Comprehensive documentation
","Complicated rules
",1607513450,gradedwrong,0.0000000,13,sam,"2020-12-09 11:30:50"
3769,422,239,Q07,"A person working in finance is most likely to depend on which digital technology to perform their role?
: Time-off management software
; Instant messaging software
; Spreadsheet processing software
; Presentation software
","Spreadsheet processing software
","Spreadsheet processing software
",1607513450,gradedright,1.0000000,13,sam,"2020-12-09 11:30:50"
3770,423,239,Q08,"A formal and detailed way to ensure that new employees are aware how to access and start using an organisation’s digital tools, could be?
: How to guides
; FAQs
; Webinars
; Staff inductions
","FAQs
","Staff inductions
",1607513450,gradedwrong,0.0000000,13,sam,"2020-12-09 11:30:50"
3771,424,240,Q01,"Which of the following is NOT a social media tool?
: Twitter
; GitHub
; Snapchat
; Facebook
","GitHub
","GitHub
",1607514342,gradedright,1.0000000,13,sam,"2020-12-09 11:45:42"
